id,position,goal,steps,moves,distance,mate,forcing,nonforcing,winning,threat_ignored,threat_at_line_end,quiet,blocks,decisive_steps,root_pieces
bde5f1338783,1000d112118a8:80120824c8345,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
99304492efd1,100800c382058206:120810ca14c9,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
77324e9f02b6,c00013021382b:1000e880e8314,win,8,15,19,mate in 10,1,7,0,0,0,7,6,2,28
72b19986321f,19108a0a13028:802800a111088381,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
8128709ab2af,1008050180288503:2110281505102c,win,5,9,11,mate in 6,1,4,1,0,0,3,3,2,27
f4ba72ca8e4d,100800c382018206:120810ca10c9,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
089da44e79fb,2042008648b448:1000102870304231,win,8,15,17,mate in 9,1,7,1,1,0,5,6,2,28
47e3230db4fa,100ba01020109003:100b900b2418,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
6abac051ee4a,184188e188802:800a020300032619,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
ebe3b6c8f2aa,1008000c4044807a:d000900a5185,win,5,9,9,mate in 5,1,4,1,0,0,3,4,1,26
613fa6ae91cc,901018420bc201:2819090319a,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
fd69bfbbb8e8,532000688208b:400048530059604,win,10,19,29,mate in 15,4,6,0,0,1,5,6,4,28
160a97e61aa0,9004000d91c18:80008098c00a0c5,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
d1298455e1a9,8508a010089098:588b50825,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
ee96758f0c50,90849a00250c1:8000808018c9a80a,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
8d0f7950a971,1400903201968:300c809c605,win,3,5,7,mate in 4,0,3,0,0,1,2,2,1,26
f79d59144916,1008131c8b044:80009108c001418b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
44cd8f54c0ee,19000880c0984c:40095001d0291,win,6,11,17,mate in 9,2,4,1,0,0,3,2,4,26
8c18d206da51,9400184092708:20086240d851,win,7,13,19,mate in 10,1,6,1,0,0,5,4,3,26
e1d4fa3a771f,124002219b410:3008120914004309,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
a24e756486bc,600010922992a:1082e808d0085,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
8ebcb5fba374,300280105183c:1000103882a8103,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,26
ffdb28c82461,10080001d300c281:1d10800491148,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
693b5a22e5c1,20908118811881:908108208060a068,win,4,7,7,mate in 4,3,1,1,0,0,0,0,4,27
6f60b64f7b30,10428984c8068:28184104211c05,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
24c7e8153a38,2000098309a380:8008822010605069,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
a51d84d0a661,1018411041009901:90018081818409c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
40564ac33de8,14200020007c219:14005481dc6,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
5c050fb40b0f,120990082658:9000006159925,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
6ff70ee8e59d,1501081948091:11001055001510c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
66b05fe9aced,901084101c132:8100c02190381009,win,4,7,7,mate in 4,3,1,1,0,0,0,0,4,27
17b9cb6ee151,d020891033001:2005220c830e,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
bed6faa31076,92c1028005c10:80000099419a049,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
0e6e5829d22b,9088880089c60:8000802118e14089,win,8,15,31,mate in 16,0,8,0,0,0,8,6,2,27
9dfbcc908dd8,8180088034807a:804000c100c91185,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
2a52d4a02936,1009000c12440509:124105099244,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
85a6ac163c5c,1800194800d490:1408006992a09,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
f98585909ae8,1028893081308:208900100c188c3,draw,6,11,37,draw,1,5,0,0,0,5,2,4,27
096107a9ba0e,60110510a3101:10040062094409e,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
5107adabfa81,108110400d018861:48190c83588,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
4c37de5f316d,9820d00109105:92001000920d0218,win,4,7,7,mate in 4,3,1,1,0,0,0,1,3,26
b98a0ec9bf58,28180035a94:8000c004528c800b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
dc10e6befed1,100800224200826b:1008902a7504,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
e436e3d5bcfd,100800224300826b:9008902a7504,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
2430693238be,20500074098488:8042888a07821,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
259bcdf17b09,2804080a019245:8020942a0c2a,win,7,13,19,mate in 10,1,6,0,0,1,5,5,2,26
4432d5fea50a,68002060298215:14049024070e8,win,3,5,5,mate in 3,1,2,1,0,0,1,1,2,28
af4b95d64aa6,401008080029a1e:840304c505c1,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
d45de8686a8b,209500188409045:8a4852094a08,win,6,11,11,mate in 6,0,6,1,1,0,4,3,3,28
8e9eb91346ee,4a120093018301:200004a084a584a,win,6,11,13,mate in 7,1,5,1,0,0,4,4,2,28
7b2eb8b97f4b,9940011431062:1400010984288509,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
1abf0c4b3a47,2051001081d304:11000020432420ab,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
5d76d35322fc,318001009b904:100000032806423b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
8fad3cd7d55a,10108a3882308:10822811001d083,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,27
5e9fac772f34,c020d22811801:10013000100ca28c,win,4,7,7,mate in 4,3,1,1,0,0,0,0,4,26
2863c26cfffc,c020d2a811801:30013000100ca28c,win,4,7,7,mate in 4,3,1,1,0,0,0,0,4,28
92e6c0bca1c8,200419cc1c808:18001802000a14c7,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
b8df38484a2e,1009002281099182:10091062087d,win,7,13,33,mate in 17,3,4,0,0,1,3,5,2,28
eda5651b7d30,581608108086c0:1400805086581018,win,5,9,13,mate in 7,0,5,1,0,0,4,3,2,28
926187fc3a00,8a10006802b003:1000008a90894888,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
9ee904a7f1e0,910488006404d:100000071049bc02,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
94b961672d5a,801944090429140:904008030c010c83,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
925541128832,10800482070803c:211091087141,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
b6504c7fa205,110800482070803c:311091087141,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
25b76eb841d1,100212461146c:102010009000eb83,win,3,5,5,mate in 3,1,2,1,1,0,0,1,2,28
c8df89be1e9a,108810a002619180:8000804891880269,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
084900349902,2310421001a548:1400042104621033,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
077d589e50c0,380388010083a:80180003082b9081,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
f6ff056eccc2,100a0a2056128:10141a09295,win,5,9,9,mate in 5,0,5,1,1,0,3,2,3,26
da804939acbc,100d0000901c401c:8000900d41019141,win,5,9,11,mate in 6,1,4,1,1,0,2,1,4,27
fb86b9de1d47,818080802905a8:12915909015,win,4,7,7,mate in 4,2,2,1,1,0,0,0,4,27
46faa6f10200,10c00420203a209:10c814c1146,win,9,17,35,mate in 18,3,6,1,0,0,5,4,5,26
4582a02e139b,1104308c21058:104000009019ca83,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,27
9a15f423f623,9800315031484:8000110c800c890b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
c1b5b2f1484c,2002189240161c:20880204038c063,win,8,15,33,mate in 17,0,8,1,0,0,7,5,3,28
c313136a74b7,5415219885:10840080d40578,win,4,7,7,mate in 4,3,1,1,0,0,0,1,3,28
cb6f68198e33,24210c89213:820080088a0209c8,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
181902c57f1b,2542626061:200200200d930e,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
5f3686b7b841,18221b020a048:8000300002011aa7,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
19635f856b62,4184092085908:1800000408478247,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
f84a4afc59ae,120017005121c:20c82c8e0c1,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,27
17b6820a6cc3,6091308551:800090100249522c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
adecbfefc87c,18c18d741:908081021283e,win,5,9,15,mate in 8,1,4,1,0,0,3,3,2,28
43d171f410ea,109004998109011:8040811001494948,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
fef6c8586f0a,100d000100928217:101c900d18c8,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
5dd229ea9061,49980c89052:488000214130689,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
4ddddfb74da0,190860088500e:9088000990078081,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
5d6e4c4a57aa,5080418201a2c:18001001044d8541,win,8,15,33,mate in 17,1,7,0,0,0,7,5,3,27
c01e8a881caf,20402084231110b:204026000ec234,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
75817c5ba0a2,20500266421602:400200609020e069,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
08e3c0fb252a,200880c030947:8000382889698,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
2bd1c2240c5c,9009005004d19080:40940990080459,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
05cc928e777a,191d21458:8001918000018383,win,12,23,25,mate in 13,3,9,1,0,0,8,8,4,26
80c82b572540,10891000004410c7:c91099c818,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
f77c74cc7050,10090020400da019:d009902050a4,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
e9f511c424c5,1000001c3953a:10001061902840c5,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
34bd2aead78a,1884940411848:804000009b08c311,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
3ba982f15785,100900018609a00c:360c30041601,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
d0eab1da6164,161252a843:80028000800d12bc,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
ac7f03ac2073,5800084138341:800000470044141e,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,26
3293a40c63e9,161052a843:80028000800d129c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
37c184a74361,38c13808045:800041804d3388,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
b29f498bf350,14413c4021038:210201039cc03,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
4543bf4d9a27,209100082691201:2002691000a06a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
b0fbd0b36529,5100829073082:8871088890d,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
d33ee9cb5340,2120088008a788:8002134211871,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,27
3d9b81b6a91f,118991031888:900a80020888a103,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
d55c7f387877,90090020400d412c:9009b020b091,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
8dd665034a8e,805900518029004:10000800804d294b,win,5,9,9,mate in 5,3,2,1,0,0,1,2,3,27
13006bd0ecbf,140010a0109201b:8005080569944,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
f8f79de8b0a1,198000da049804:80000019001b421b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
7d2948eadd3f,10000d5205868:809080b8703,win,3,5,5,mate in 3,1,2,1,1,0,0,1,2,26
f8721001679f,10400d5205868:8809080b8703,win,3,5,5,mate in 3,1,2,1,1,0,0,1,2,28
caa5b1163085,1008894402dc0:414089d239,win,10,19,23,mate in 12,2,8,1,1,0,6,5,5,27
5b3353293e01,48420814a1162:900010441424840d,win,8,15,33,mate in 17,2,6,0,0,0,6,6,2,28
802544d0a0cb,100508c501c2a:80009003100382d1,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,28
55939b26da5c,10081048a004401d:14cbb4c2,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
95bdf24519a5,89808c80169004:800400110089059b,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
60dd5d5811fb,100a100c1201e201:4002404e185e,win,4,7,9,mate in 5,1,3,1,0,0,2,2,2,28
0c869e123237,99000c030b034:900000193009440b,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
dec4a928aba3,1860014c094c2:840000818303030d,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,28
96cee87345db,a450084049704:400000a410b488b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
b806b7b66b10,10081900a808c104:8000a0085100380b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
bec7881f76cc,10083012010b2091:301093010990a,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
244bb51bec7c,2202980212309:90002270a9422,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
ab46ff5e5d54,45006ca30a:1a008b1011065,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
834e6e8c592b,140030019008e81:40a644316c,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
7c08d01d5e78,1008350214a3:100804028228ab08,win,4,7,9,mate in 5,2,2,1,1,0,0,0,4,27
a19d6517a358,19a01160086001:a00000089015903c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
0ca4142fd2e9,9240054419142:1000100920886689,win,10,19,31,mate in 16,3,7,1,0,0,6,4,6,28
b076792a648e,c0080c001b4c2:c04ce410d,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
04cb9625701e,c0180c001b4c2:c05ce410d,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
75330d9657c4,4908082828692:90800404140c104d,win,8,15,33,mate in 17,2,6,0,0,0,6,5,3,28
ee1f75afd5cc,110006e0131a4:c019100ce0b,win,10,19,35,mate in 18,2,8,1,0,0,7,5,5,28
027da045e995,894c881908a:804001101e4915,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
aad4261e11ef,490047010c103:900000108505341c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
b80d2b3137d0,d8c000e009484:8400020d800d0a09,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
9e7414bacc9e,1800308c29154:900218009009088b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
5c536696c774,1034980484129:4800000381bac2,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
35ef5fe61efc,94000a68034c4:a000a0094009c209,win,5,9,9,mate in 5,0,5,1,1,0,3,4,1,28
c38edb162b64,1808010495c06:100010418c8080c9,win,4,7,7,mate in 4,3,1,1,0,0,0,0,4,26
13ec8581a399,292c0104090a4:1000000682860a4b,win,5,9,9,mate in 5,0,5,1,1,0,3,4,1,27
9084b065a184,9020194409823:428023906d8,win,9,17,29,mate in 15,1,8,1,0,0,7,6,3,28
0ea5fcbf747a,1020894119294:408140103084549,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
bd358d10cc2a,14000a88095a8:50145296801,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
f42480da60ee,130010a28c701:80a083001383c,win,7,13,17,mate in 9,2,5,1,0,0,4,4,3,28
70b425671384,100810010006650e:1000e908990c1,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
e50cdf4b7cc6,30000d3099a04:120092030006410b,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
d3751b828f14,3804894019402:80000403004e014d,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
d8eb9ab66989,1902d8002a024:90080002102d108b,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
dae4addededa,9901910015208:90104000c0188053,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
cf7c07f2a27a,924188082940c:100334192093,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,28
64fc97ee8c12,210420940c1924:89090921c409,win,3,5,9,mate in 5,0,3,0,0,0,3,2,1,28
5dd438d28e79,100c85440060804c:80401008950c1520,win,3,5,9,mate in 5,1,2,1,1,0,0,0,3,28
4c348b7b1895,a00c8040882a09:42200e20d4a2,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
d1f4fface051,9900400229886:80200029900d0029,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,26
01d907b8aaf2,100981080030e118:8020102191091025,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,28
7d327820ddb5,408009d022193:80158400849c0c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
812dfe233f9c,100808013801409c:3008c00eb803,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
545cce8667b3,1108c10000098138:1038d1305005,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
48a02b820dce,1900411018694:8000060186143109,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
8a502647ebb3,2230201001b038:90008002a0324483,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
fd6c02c9e641,128110800183241:100000301161c138,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
dc03e21ee4e3,160005180b10a:80089a00b4091,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
fa1b237391e9,20112901250403:90002940a912c,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
1ae4fa7e4e40,29040890081e01:210c23a13a,win,4,7,7,mate in 4,0,4,1,1,0,2,1,3,27
50a3797027fe,108002903510d:82009c008a892,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
17560407e3a9,9a10120018d40:8000000899183219,win,7,13,31,mate in 16,2,5,1,0,0,4,4,3,27
cc5afe3e7145,3402190099404:1006442640ab,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
d7619c9ed099,20900c800a1c0c:808201c24c033,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
fe083362bc07,5002008329862:200015100d201d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
5fee24c362dd,5002008729862:201015100d201d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
be077377efa5,9042180309641:90009018140900b8,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,28
51454c4917b9,186030800ab408:a64314037,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,28
7cb8fbfb8f87,2c40a015a0c:200080010cca0c3,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
ff59ff7ff3c1,11808900da111:101801150910180c,win,4,7,9,mate in 5,2,2,1,1,0,0,0,4,28
a0b0883f29eb,5080524b984:100080438084479,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
a3edb40fbd14,6890e26089:2001200160099066,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
c0f0e15d6960,18482040304829:4020001889089154,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
26bb7c13851f,a2002d100c9028:8008808280a30087,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,28
e0b6743cec2a,998080080b098:8000009198194c01,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
be2f06fedbac,3200230c0a02a:20400041002b1ac1,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
5e846ddd3509,80902291cd0:1005018d0c229,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,27
d093eeca0a1b,1020192801b21:82808080080184d8,win,5,9,9,mate in 5,0,5,1,1,0,3,4,1,26
1cc20040879a,1008104105209061:8904d258c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
82d361db6507,10080000094ac08d:8000980890001952,win,4,7,7,mate in 4,2,2,1,1,0,0,1,3,26
20e8c7e90ed8,10080000285a809d:1300b10017842,win,4,7,7,mate in 4,2,2,1,1,0,0,1,3,28
bd6d49fe4c9e,110017049b800:10080048828043c9,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,27
2ea756a169ca,801094011009924:1100100148614449,win,3,5,9,mate in 5,1,2,0,0,0,2,1,2,27
7e032123a636,200b000008839098:208b30086807,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
77deb1c15fe2,91000800d7c08:1000040956008325,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
c002a2135a85,5002010a94498:8100d00049925,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
28bbfef1f744,1089904c10008048:8000008180cd1285,win,7,13,31,mate in 16,0,7,1,0,0,6,4,3,27
c75f93e84939,1008801920808071:100090593c8a,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
349d8a814f4f,90c0890290083:800080210c809c2c,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
544141dbabb8,10880011104a924:8020012ca0291009,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
a8ddaa13c0c4,41468d225:5000e2042cc8,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
94674227562f,1009020900014e18:10009628b1a1,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
55067565c423,4848185884181:88000c4005b42c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
d8c66e003d41,1006002639628:1020900195080143,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
3a98a842d3e5,80109001d089404:9000900180012989,win,3,5,9,mate in 5,0,3,0,0,0,3,2,1,26
6d7792ca0674,11800d08c8828:4004400d08215085,win,4,7,9,mate in 5,0,4,1,1,0,2,1,3,27
728cbcb8c67d,1009164004444604:400000952093069,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
cc9ff90b6491,123893a24:10800882081db,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
34e8d3ff2825,4419481b044:100010800046449b,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
06f1e6bb9ffe,9015180121103:8002800a01498058,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
825083c72e71,190401008c86a:900000018ae11281,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
2be19fd24dd2,209801190001138:8010020803398281,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,27
7aad5dc61074,209028e001b800:90000000112847a9,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
02be2bb427b9,29107b8018:9008905080001063,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
46a7ea59fae4,9000418348833:1000180b000b150c,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
5258587aeb7f,401006314415022:4400c022855d,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
19f4359393a1,1016403740128:128000900099255,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
d4b768e6f156,200281065d205:80288002800a246a,win,8,15,19,mate in 10,1,7,0,0,1,6,6,2,28
9867f7093232,896900cc90:8490080993109,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
dfd8d11cce23,1900095499280:9300034102000549,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
b14766210a32,1008110999008203:80018a0002091968,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
53dba79f16aa,10c0882909688:800111d090951,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
3a8102d1c4d2,181098140810c1:10000000c0d0c61e,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
9cfd4fa58dfb,1081100171e2:10004000c0828e1d,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,27
a90a47ee5263,108005b20b410:510184014b29,win,7,13,27,mate in 14,0,7,1,0,0,6,4,3,27
cd129febffba,100aa2081aa18:11823a10e3,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,28
f84a4ba4ad76,210c881e15:90088802181e8,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
56318954548e,10098008094081e8:180190195a11,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
6a2c6e4a17db,9900900121815:100000029909850a,win,5,9,17,mate in 9,1,4,0,0,0,4,3,2,26
5e29481ab02d,2000a91018009e:8100008e35861,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
98b1bada7a0f,10048411a5051:111445852e,win,3,5,5,mate in 3,2,1,1,0,0,0,1,2,27
db560ace8b56,21101810085498:100800a100b18027,win,3,5,7,mate in 4,1,2,1,1,0,0,1,2,27
50eb8ba5930b,41003d00bc202:800b800c0204108d,win,11,21,31,mate in 16,3,8,1,0,0,7,8,3,28
c820984eb323,1d9004800c9008:9000001910110817,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
a6adda6e04d2,a15225066:2512040098519,win,3,5,9,mate in 5,1,2,1,1,0,0,1,2,27
cf8ddd5b6d8e,5000060506420b:2005040508d54,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,26
441a8909c751,10801c0152a18:400042140a08d005,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
4a51ac1ac68d,10809c0152a18:401042140a08d005,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
81801216cbd5,c3189010d04:821800006309231,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
26b3541e3936,a1009000919418:181029142840a1,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
e562526fc234,2010089089408d:840a041209562,win,3,5,7,mate in 4,1,2,1,1,0,0,0,3,27
06d06b79bcc5,980600048c232:80000009e0312149,win,2,3,3,mate in 2,0,2,1,1,0,0,1,1,27
f0a2ad01f4e6,10080021d0288206:d00a00435069,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,27
6511c8604724,54000e441a408:8045100c50c5,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
4a7afadc8baa,906008648a418:400005910111263,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,28
d7180d9e90d6,1321802888218:2180081b0113081,win,3,5,7,mate in 4,0,3,1,0,0,2,2,1,27
f716121d8b2e,2800188480c99:1004210839346,win,3,5,5,mate in 3,2,1,1,0,0,0,0,3,27
c595822707c7,a185101e18:21800000a1c1e1,win,2,3,3,mate in 2,1,1,1,0,0,0,1,1,26
a48bd0bde8dd,12822b8392:11a030811101029,win,8,15,27,mate in 14,0,8,1,0,0,7,6,2,28
96881c4ce7a4,801980890081098:900800010815c807,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,27
560e23c73f70,20001884d30c5:1001108230828c0a,win,9,17,29,mate in 15,2,7,1,0,0,6,5,4,28
b634c61eb206,98000030b9211:9000120b9000050a,win,2,3,3,mate in 2,0,2,1,1,0,0,0,2,26
2d74e94dee9e,151089028c032:4108001141111909,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,28
45fc01e69716,2000002d4b84c:100618034293,win,3,5,5,mate in 3,1,2,1,1,0,0,0,3,26
a07c9559b21d,20042096015604:8401c00140208069,win,2,3,3,mate in 2,1,1,1,0,0,0,0,2,26
